_id,OBJECTID,NAME,BOARD_NAME,SCHOOL_TYPE_DESC,MUNICIPALITY,PLACE_NAME,geometry
31365,1,A PLUS ACADEMY OF ADVANCEMENT,,Private,Scarborough,,"-79.2671039369, 43.732081946"
31366,2,A R S ARMENIAN PRIVATE SCHOOL,,Private,North York,,"-79.3231561477, 43.7700530625"
31367,3,A Y J GLOBAL ACADEMY,,Private,North York,,"-79.3252164121, 43.7740825707"
31368,4,A Y JACKSON SECONDARY SCHOOL,Toronto District School Board,English Public,North York,A. Y. Jackson Secondary School,"-79.3665552934, 43.8052613014"
31369,5,ABACUS MONTESSORI LEARNING CENTRE,,Private,North York,Latvian Canadian Centre,"-79.3190099774, 43.7254322328"
31370,6,ABU BAKR EDUCATION ACADEMY,,Private,Scarborough,,"-79.2621633018, 43.7514534549"
31371,7,ACACIA INTERNATIONAL HIGH SCHOOL,,Private,Etobicoke,,"-79.541290193, 43.6339646128"
31372,8,ACADEMIE ALEXANDRE DUMAS,Conseil scolaire Viamonde,French Public,Scarborough,Academie Alexandre Dumas,"-79.1797652167, 43.7624188078"
31373,9,ACADEMY OF EXCELLENCE,,Private,North York,,"-79.4005055525, 43.7651862818"
31374,10,ACADEMY OF MATH AND ENGLISH,,Private,Etobicoke,,"-79.531989733, 43.6448242554"
31375,11,ACADEMY OF NEW ECHO EDUCATION,,Private,Scarborough,,"-79.3344738933, 43.8041514842"
31376,12,ACE ACUMEN HIGH SCHOOL,,Private,North York,,"-79.3475085093, 43.7507320603"
31377,13,ADAM BECK JUNIOR PUBLIC SCHOOL,Toronto District School Board,English Public,former Toronto,Adam Beck Junior Public School,"-79.2884878926, 43.6831518038"
31378,14,ADELFIHA'S CHRISTIAN ACADEMY,,Private,North York,Revival Time Tabernacle,"-79.4664451058, 43.7626893703"
31379,15,AFRICENTRIC ALTERNATIVE SCHOOL,Toronto District School Board,English Public,North York,Sheppard Public School,"-79.4882606578, 43.7454243556"
31380,16,AFZAL ISLAMIC MONTESSORI & ACADEMY,,Private,Scarborough,,"-79.1995461418, 43.8090844902"
31381,17,AGINCOURT COLLEGIATE INSTITUTE,Toronto District School Board,English Public,Scarborough,Agincourt Collegiate Institute,"-79.2789099587, 43.7888738444"
31382,18,AGINCOURT INTERNATIONAL ACADEMY,,Private,Scarborough,,"-79.26367712, 43.8092576481"
31383,19,AGINCOURT JR PUBLIC SCHOOL,Toronto District School Board,English Public,Scarborough,Agincourt Junior Public School,"-79.2811623057, 43.7882592158"
31384,20,AGINCOURT MONTESSORI,,Private,Scarborough,,"-79.2787041824, 43.786443273"
31385,21,AGNES MCPHAIL PUBLIC SCHOOL,Toronto District School Board,English Public,Scarborough,,"-79.2785533935, 43.8192689757"
31386,22,AIM ACADEMY ISLAMIC SCHOOL,,Private,former Toronto,The Canadian Islamic Trust,"-79.4544695238, 43.653308868"
31387,23,AL AZHAR ISLAMIC SCHOOL,,Private,Scarborough,,"-79.2365750799, 43.8015539474"
31388,24,AL HAADI SCHOOL,,Private,Scarborough,,"-79.2484031068, 43.7779415952"
31389,25,AL IKHLAAS FOUNDATION SCHOOL,,Private,Etobicoke,,"-79.5785365342, 43.7109597265"
31390,26,ALATHENA INTERNATIONAL ACADEMY SECONDARY SCHOOL - BRIMLEY,,Private,Scarborough,,"-79.2706516349, 43.787469172"
31391,27,ALATHENA INTERNATIONAL ACADEMY SECONDARY SCHOOL - NORTH YORK,,Private,North York,,"-79.3477301744, 43.753218181"
31392,28,ALATHENA INTERNATIONAL ACADEMY SECONDARY SCHOOL - SCARBOROUGH,,Private,Scarborough,,"-79.3326615935, 43.8036813181"
31393,29,ALAZHAR ACADEMY OF CANADA,,Private,Etobicoke,,"-79.569211624, 43.7148769185"
31394,30,ALBERT CAMPBELL COLLEGIATE INSTITUTE,Toronto District School Board,English Public,Scarborough,Albert Campbell Collegiate Institute,"-79.2724244729, 43.8092625383"
31395,31,ALBION HEIGHTS JUNIOR MIDDLE SCHOOL,Toronto District School Board,English Public,Etobicoke,Albion Heights Public School,"-79.5943154959, 43.731388264"
31396,32,ALBION LINC,Toronto District School Board,English Public,Etobicoke,,"-79.584602138, 43.7417625405"
31397,33,ALBORZ EDUCATION CENTRE SECONDARY SCHOOL,,Private,North York,,"-79.4261936575, 43.79549658"
31398,34,ALEXANDER MUIR GLADSTONE AVENUE JUNIOR & SENIOR PUBLIC SCHOOL,Toronto District School Board,English Public,former Toronto,Alexander Muir/Gladstone Ave Junior and Senior Public School,"-79.4288472632, 43.6460212506"
31399,35,ALEXANDER STIRLING PUBLIC SCHOOL,Toronto District School Board,English Public,Scarborough,Alexander Stirling Public School,"-79.2076059405, 43.8116563251"
31400,36,ALEXMUIR JUNIOR PUBLIC SCHOOL,Toronto District School Board,English Public,Scarborough,Alexmuir Public School,"-79.2856134903, 43.8091093227"
31401,37,ALIF CANADA ELEMENTARY SCHOOL,,Private,Scarborough,Vineyard Christian Fellowship-Sc,"-79.294921297, 43.7621567551"
31402,38,ALIVE CHRISTIAN ACADEMY INTERNATIONAL SCHOOL,,Private,Scarborough,,"-79.246497022, 43.7791840974"
31403,39,ALL SAINTS CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,English Separate,Etobicoke,All Saints Catholic School,"-79.5270811218, 43.6852216298"
31404,40,ALLENBY JUNIOR PUBLIC SCHOOL,Toronto District School Board,English Public,former Toronto,Allenby Junior Public School,"-79.4127877318, 43.7094356429"
31405,41,AL-MADRASAH AL-INAMYYAH,,Private,Scarborough,,"-79.2204196022, 43.7603212832"
31406,42,ALPHA ALTERNATIVE JUNIOR SCHOOL,Toronto District School Board,English Public,former Toronto,Alpha Alternative Junior Public School,"-79.3982225847, 43.6457220332"
31407,43,ALPHA II ALTERNATIVE SCHOOL,Toronto District School Board,English Public,former Toronto,Bloor Collegiate Institute,"-79.4367968964, 43.659246108"
31408,44,ALPHA QUALITY EDUCATION INC,,Private,North York,,"-79.4189320716, 43.7916222613"
31409,45,AL-QASIM ACADEMY,,Private,Scarborough,,"-79.2270980416, 43.7601291639"
31410,46,AL-RASSOOL ISLAMIC SCHOOL,,Private,North York,,"-79.3146091354, 43.7177128216"
31411,47,ALTERNATIVE SCARBOROUGH EDUCATION ONE,Toronto District School Board,English Public,Scarborough,St. Andrews Public School,"-79.2547962817, 43.7666452472"
31412,48,ALVIN CURLING PUBLIC SCHOOL,Toronto District School Board,English Public,Scarborough,Meadowvale Sheppard Public School,"-79.1902392505, 43.8084816563"
31413,49,AMAIRAH PRIVATE SCHOOL,,Private,Etobicoke,,"-79.5945953168, 43.7417121222"
31414,50,AMANAH ISLAMIC ACADEMY,,Private,Scarborough,,"-79.283828754, 43.7411259867"
31415,51,AMBERSON COLLEGE HIGH SCHOOL,,Private,Scarborough,,"-79.3340562371, 43.8089116211"
31416,52,AMESBURY MIDDLE SCHOOL,Toronto District School Board,English Public,North York,Amesbury Middle School,"-79.4932822328, 43.7084286283"
31417,53,ANCASTER PUBLIC SCHOOL,Toronto District School Board,English Public,North York,Ancaster Public School,"-79.4669926272, 43.7328661717"
31418,54,ANNETTE STREET JUNIOR & SENIOR PUBLIC SCHOOL,Toronto District School Board,English Public,former Toronto,Annette Street Public School,"-79.4728312798, 43.6614231859"
31419,55,ANNUNCIATION CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,English Separate,North York,Annunciation Catholic School,"-79.3210503279, 43.7531144811"
31420,56,ANSON PARK PUBLIC SCHOOL,Toronto District School Board,English Public,Scarborough,Anson Park Public School,"-79.2411154202, 43.7261289166"
31421,57,ANSON S TAYLOR JUNIOR PUBLIC SCHOOL,Toronto District School Board,English Public,Scarborough,Anson S Taylor Junior Public School,"-79.2615613356, 43.8042919764"
31422,58,APOLLO HIGH SCHOOL,,Private,North York,,"-79.4147111813, 43.7778165673"
31423,59,APPLE ACADEMIC ACHIEVMENT CANADA,,Private,North York,,"-79.3398945338, 43.7871960727"
31424,60,ARBOR GLEN PUBLIC SCHOOL,Toronto District School Board,English Public,North York,Arbor Glen Public School,"-79.3557094448, 43.8094863867"
31425,61,ARISTOTELE'S CREDIT SCHOOL,,Private,East York,St Demetrious Church,"-79.3449506416, 43.7029584141"
31426,62,ARKANA EDUCATION - PRIVATE HIGH SCHOOL,,Private,North York,,"-79.3984878979, 43.7639158093"
31427,63,ARMOUR HEIGHTS PUBLIC SCHOOL,Toronto District School Board,English Public,North York,Armour Heights Public School,"-79.4195222788, 43.7409100432"
31428,64,ARROWSMITH SCHOOL - BLDG 1,,Private,former Toronto,,"-79.4057974162, 43.6854893205"
31429,65,ARROWSMITH SCHOOL - BLDG 2,,Private,former Toronto,Russian Orthodox Church,"-79.4056854013, 43.6855028021"
31430,66,ASSOCIATED HEBREW JR SCHOOL - POSLUNS CAMPUS,,Private,North York,,"-79.4342526359, 43.7314993952"
31431,67,ASSOCIATED HEBREW MIDDLE SCHOOL - HURWICH CAMPUS,,Private,North York,,"-79.4384699547, 43.7753161016"
31432,68,AVALON CHILDREN'S MONTESSORI,,Private,former Toronto,,"-79.2973253011, 43.6704133895"
31433,69,AVONDALE ALTERNATIVE ELEMENTARY SCHOOL,Toronto District School Board,English Public,North York,Avondale Alternative School,"-79.4000020943, 43.7596784143"
31434,70,AVONDALE ALTERNATIVE SECONDARY SCHOOL,Toronto District School Board,English Public,North York,Griffin Centre,"-79.4118431542, 43.7863065106"
31435,71,AVONDALE PUBLIC SCHOOL,Toronto District School Board,English Public,North York,Avondale Alternative School,"-79.4000020943, 43.7596784143"
31436,72,AVRO ACADEMY,,Private,North York,,"-79.4174202536, 43.725989843"
31437,73,BAIS CHAYA MUSHKA GIRLS,,Private,North York,,"-79.4774419814, 43.7607082264"
31438,74,BAIS CHOMESH HS FOR GIRLS,,Private,North York,Shaarei Tefillah Congregation,"-79.4330769431, 43.7311158004"
31439,75,BAIS YAAKOV ELEMENTARY SCHOOL,,Private,North York,Bais Yaakov School,"-79.4318694439, 43.7214292567"
31440,76,BAITUL MUKARRAM ACADEMY SCHOOL,,Private,Scarborough,,"-79.2781378251, 43.6937302132"
31441,77,BALA AVENUE COMMUNITY SCHOOL,Toronto District School Board,English Public,York,Bala Avenue School,"-79.4990122716, 43.6894622238"
31442,78,BALANCED EDUCATION NETWORK B.E.N. SCHOOL,,Private,York,,"-79.4546890976, 43.6875353135"
31443,79,BALMY BEACH COMMUNITY SCHOOL,Toronto District School Board,English Public,former Toronto,"Balmy Beach Community School, Balmy Beach Community Recreation Centre","-79.2898269415, 43.6764359195"
31444,80,BANNOCKBURN MONTESSORI,,Private,North York,,"-79.4220900215, 43.7340229972"
31445,81,BANTING AND BEST PUBLIC SCHOOL,Toronto District School Board,English Public,Scarborough,Banting & Best Public School,"-79.2798335039, 43.8268714163"
31446,82,BAY SCHOOL OF CANADA,,Private,North York,,"-79.3418613935, 43.7797290542"
31447,83,BAYCREST PUBLIC SCHOOL,Toronto District School Board,English Public,North York,Baycrest Public School,"-79.4442515074, 43.7266057772"
31448,84,BAYVIEW GLEN PRIVATE SCHOOL,,Private,North York,,"-79.3518336806, 43.7590325568"
31449,85,BAYVIEW MIDDLE SCHOOL,Toronto District School Board,English Public,North York,Bayview Middle School,"-79.3852946788, 43.7762622265"
31450,86,BEACHES ALTERNATIVE JUNIOR SCHOOL,Toronto District School Board,English Public,former Toronto,Kimberly Public School Junior,"-79.299127884, 43.6826199723"
31451,87,BEACON OF LIGHT PRIVATE ELEMENTARY SCHOOL,,Private,former Toronto,,"-79.3008280647, 43.6835603974"
31452,88,BEAUMONDE HEIGHTS JUNIOR MIDDLE SCHOOL,Toronto District School Board,English Public,Etobicoke,Beaumonde Heights Public School,"-79.5747551862, 43.7426035565"
31453,89,BEDFORD PARK PUBLIC SCHOOL,Toronto District School Board,English Public,former Toronto,Bedford Park Community Centre - Building Grounds,"-79.4002783724, 43.7277982582"
31454,90,"BEHAVIOUR INNOVATIONS, CHILDREN'S COLLEGE",,Private,Etobicoke,,"-79.4954821417, 43.628181961"
31455,91,BEHTUNE MEMORIAL SCHOOL,,Private,Scarborough,,"-79.2496002394, 43.7553058764"
31456,92,BELLMERE JUNIOR PUBLIC SCHOOL,Toronto District School Board,English Public,Scarborough,Bellmere Junior Public School,"-79.2351468752, 43.7719692864"
31457,93,BEN HEPPNER VOCAL MUSIC ACADEMY,Toronto District School Board,English Public,Scarborough,Heather Heights Junior Public School,"-79.2150687264, 43.7751558784"
31458,94,BENDALE JUNIOR PUBLIC SCHOOL,Toronto District School Board,English Public,Scarborough,Bendale Junior Public School,"-79.2448802576, 43.7625671184"
31459,95,BENNINGTON HEIGHTS ELEMENTARY SCHOOL,Toronto District School Board,English Public,East York,Bennington Heights School,"-79.368778082, 43.6939854007"
31460,96,BERKELEY ACADEMY OF CANADA,,Private,North York,,"-79.416860598, 43.7827541057"
31461,97,BERNER TRAIL JUNIOR PUBLIC SCHOOL,Toronto District School Board,English Public,Scarborough,Berner Trail Junior Public School,"-79.2211413059, 43.8014341079"
31462,98,BESSBOROUGH DRIVE ELEMENTARY AND MIDDLE SCHOOL,Toronto District School Board,English Public,East York,Bessborough Drive Public School,"-79.3701352032, 43.7072147379"
31463,99,BETH JACOB PRIVATE HS,,Private,North York,,"-79.4237607657, 43.7207940844"
31464,100,BETHUNE INTERNATIONAL ACADEMY,,Private,Scarborough,,"-79.2947427603, 43.8194042587"
31465,101,BETHUNE MEMORIAL SCHOOL,,Private,Scarborough,,"-79.2496002394, 43.7553058764"
31466,102,BEVERLEY HEIGHTS MIDDLE SCHOOL,Toronto District School Board,English Public,North York,Beverly Heights Middle School,"-79.5047717197, 43.733024597"
31467,103,BEVERLEY SCHOOL,Toronto District School Board,English Public,former Toronto,Beverley Public School,"-79.3957051034, 43.6557652369"
31468,104,BEVERLY GLEN JUNIOR PUBLIC SCHOOL,Toronto District School Board,English Public,Scarborough,Beverly Glen Junior Public School,"-79.3230676299, 43.7986530999"
31469,105,BIALIK HEBREW DAY SCHOOL,,Private,North York,,"-79.4281228877, 43.7107064289"
31470,106,BIRCH CLIFF HEIGHTS PUBLIC SCHOOL,Toronto District School Board,English Public,Scarborough,Birch Cliff Heights Public School,"-79.2598166248, 43.7017413938"
31471,107,BIRCH CLIFF PUBLIC SCHOOL,Toronto District School Board,English Public,Scarborough,Birch Cliff Public School,"-79.2655686243, 43.6919887242"
31472,108,BIRCHAS SHMUEL PRIVATE SCHOOL,,Private,North York,Synagogue,"-79.444010726, 43.7840867068"
31473,109,BIRCHMOUNT PARK COLLEGIATE INSTITUTE,Toronto District School Board,English Public,Scarborough,Birchmount Park Collegiate Institute,"-79.2594545254, 43.6977530295"
31474,110,BISHOP ALLEN ACADEMY,Toronto Catholic District School Board,English Separate,Etobicoke,Bishop Allen Academy,"-79.5044646881, 43.6344279206"
31475,111,BISHOP MACDONELL CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,English Separate,former Toronto,,"-79.3944968858, 43.6394568234"
31476,112,BISHOP MARROCCO THOMAS MERTON CATHOLIC SECONDARY SCHOOL,Toronto Catholic District School Board,English Separate,former Toronto,Bishop Marrocco/Thomas Merton Catholic School,"-79.4518077137, 43.6558578336"
31477,113,BISHOP STRACHAN,,Private,former Toronto,,"-79.4093249176, 43.6903451077"
31478,114,BLACKSMITH PUBLIC SCHOOL,Toronto District School Board,English Public,North York,Blacksmith Elementary School - Building Grounds,"-79.526810687, 43.7711639592"
31479,115,BLAKE STREET JUNIOR PUBLIC SCHOOL,Toronto District School Board,English Public,former Toronto,Blake Street Public School,"-79.3384762501, 43.671806369"
31480,116,BLANTYRE PUBLIC SCHOOL,Toronto District School Board,English Public,Scarborough,Blantyre Public School,"-79.2838646531, 43.6851000844"
31481,117,BLAYDON PUBLIC SCHOOL,Toronto District School Board,English Public,North York,Blaydon Public School,"-79.4862561391, 43.7353572228"
31482,118,BLESSED MARGHERITA OF CITTA DI CASTELLO CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,English Separate,North York,Blessed Margherita Of Citta Di Castello Catholic School,"-79.5079140444, 43.7436724725"
31483,119,BLESSED PIER GIORGIO FRASSATI CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,English Separate,Scarborough,Blessed Pier Giorgio Frassati Catholic School,"-79.2327375191, 43.8298752035"
31484,120,BLESSED POPE PAUL VI CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,English Separate,former Toronto,St Paul VI Catholic School,"-79.4577930288, 43.6740129018"
31485,121,BLESSED SACRAMENT CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,English Separate,former Toronto,Blessed Sacrament Catholic School,"-79.4039975154, 43.7274816104"
31486,122,BLESSED TRINITY CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,English Separate,North York,Blessed Trinity Catholic School,"-79.3918262, 43.7868975436"
31487,123,BLISS CARMAN SENIOR PUBLIC SCHOOL,Toronto District School Board,English Public,Scarborough,Bliss Carman Senior Public School,"-79.2256018786, 43.732648963"
31488,124,BLOOR COLLEGIATE INSTITUTE,Toronto District School Board,English Public,former Toronto,Bloor Collegiate Institute,"-79.4367968964, 43.659246108"
31489,125,BLOORDALE MIDDLE SCHOOL,Toronto District School Board,English Public,Etobicoke,Bloordale Middle Public School,"-79.5719465301, 43.6391456489"
31490,126,BLOORLEA MIDDLE SCHOOL,Toronto District School Board,English Public,Etobicoke,Bloorlea Middle Public School,"-79.5556754936, 43.637652932"
31491,127,BLUE GENE EDUCATION,,Private,Scarborough,,"-79.2756210517, 43.7866780964"
31492,128,BLYTH ACADEMY SCHOOL - DOWNSVIEW PARK,,Private,North York,,"-79.4750974059, 43.7476137521"
31493,129,BLYTH ACADEMY SCHOOL - ETOBICOKE,,Private,former Toronto,,"-79.4865438362, 43.6476318295"
31494,130,BLYTH ACADEMY SCHOOL - LAWRENCE,,Private,former Toronto,,"-79.4005921361, 43.716013081"
31495,131,BLYTH ACADEMY SCHOOL - YORKVILLE,,Private,former Toronto,,"-79.3867163432, 43.6682745249"
31496,132,BLYTHWOOD JUNIOR PUBLIC SCHOOL,Toronto District School Board,English Public,former Toronto,Blythwood Junior Public School,"-79.3895057084, 43.7199314989"
31497,133,BNEI AKIVA SCHOOL - ULPANAT OROT FOR GIRLS,,Private,North York,,"-79.4382145879, 43.758218066"
31498,134,BNOS BAIS YAAKOV SCHOOL FOR GIRLS,,Private,North York,,"-79.4288203418, 43.716529583"
31499,135,BNOS CHAYA,,Private,North York,,"-79.436586926, 43.7464156653"
31500,136,BON BERGER CATHOLIC ELEMENTARY SCHOOL,Conseil scolaire de district catholique Centre-Sud,French Separate,former Toronto,St. William,"-79.3366206237, 43.6725640378"
31501,137,BOND ACADEMY SCHOOL,,Private,Scarborough,,"-79.2903117143, 43.756523217"
31502,138,BOWMORE ROAD JUNIOR & SENIOR PUBLIC SCHOOL,Toronto District School Board,English Public,former Toronto,Bowmore Public School - Building Grounds,"-79.3144917154, 43.6760636648"
31503,139,BOYS LEADERSHIP ACADEMY,Toronto District School Board,English Public,Etobicoke,The Elms Junior Middle School,"-79.5521137886, 43.7222272978"
31504,140,BRAEBURN JUNIOR SCHOOL,Toronto District School Board,English Public,Etobicoke,Braeburn Public School,"-79.5488638133, 43.7280298274"
31505,141,BRAEMAR COLLEGE PRIVATE SECONDARY,,Private,former Toronto,,"-79.3975131902, 43.6581269362"
31506,142,BRANKSOME HALL GIRLS,,Private,former Toronto,,"-79.3798154377, 43.6750623723"
31507,143,BREBEUF COLLEGE SCHOOL,Toronto Catholic District School Board,English Separate,North York,Brebeuf College School,"-79.4026251523, 43.80022824"
31508,144,BRIAN PUBLIC SCHOOL,Toronto District School Board,English Public,North York,Brian Public School,"-79.331933544, 43.7824531904"
31509,145,BRIARCREST JUNIOR SCHOOL,Toronto District School Board,English Public,Etobicoke,Briarcrest Junior School,"-79.5800752804, 43.6664657716"
31510,146,BRIDLEWOOD JUNIOR PUBLIC SCHOOL,Toronto District School Board,English Public,Scarborough,Bridlewood Public School,"-79.3150953884, 43.7807962712"
31511,147,BRIGHT START ACADEMY,,Private,North York,,"-79.4682899064, 43.7732445762"
31512,148,BRIGHTON,,Private,North York,,"-79.347010013, 43.7393068511"
31513,149,BRIMWOOD BOULEVARD JUNIOR PUBLIC SCHOOL,Toronto District School Board,English Public,Scarborough,Brimwood Boulevard Junior Public School,"-79.2740896574, 43.8116998848"
31514,150,BROADACRES JUNIOR SCHOOL,Toronto District School Board,English Public,Etobicoke,Broadacres Public School,"-79.572020732, 43.6480667176"
31515,151,BROADLANDS PUBLIC SCHOOL,Toronto District School Board,English Public,North York,Broadlands Public School,"-79.3164622713, 43.7457277228"
31516,152,BROCK JUNIOR PUBLIC SCHOOL,Toronto District School Board,English Public,former Toronto,Brock Junior Public School,"-79.4378441315, 43.6530496924"
31517,153,BROOKHAVEN PUBLIC SCHOOL,Toronto District School Board,English Public,North York,Brookhaven Public School,"-79.495694399, 43.7025063022"
31518,154,BROOKLYN COLLEGE SECONDARY SCHOOL,,Private,North York,,"-79.3586470251, 43.7593992803"
31519,155,BROOKMILL BOULEVARD JUNIOR PUBLIC SCHOOL,Toronto District School Board,English Public,Scarborough,Brookmill Boulevard Junior Public School,"-79.3148680046, 43.8012203828"
31520,156,BROOKSIDE PUBLIC SCHOOL,Toronto District School Board,English Public,Scarborough,Brookside Public School,"-79.2338532995, 43.8303652064"
31521,157,BROOKVIEW LINC,Toronto District School Board,English Public,North York,Brookview Middle School,"-79.5172466552, 43.7674572381"
31522,158,BROOKVIEW MIDDLE SCHOOL,Toronto District School Board,English Public,North York,Brookview Middle School,"-79.5172466552, 43.7674572381"
31523,159,BROWN JUNIOR PUBLIC SCHOOL,Toronto District School Board,English Public,former Toronto,"Brown Junior Public School, Brown Community Centre","-79.4013122747, 43.6849129182"
31524,160,BRUCE JUNIOR PUBLIC SCHOOL,Toronto District School Board,English Public,former Toronto,Bruce Junior Public School,"-79.3333360559, 43.661035816"
31525,161,BUCHANAN PUBLIC SCHOOL,Toronto District School Board,English Public,Scarborough,Buchanan Public School,"-79.2999282686, 43.751412366"
31526,162,BURNHAMTHORPE COLLEGIATE & ADULT LEARNING CENTRE,Toronto District School Board,English Public,Etobicoke,Burnhamthorpe Collegiate Institute,"-79.5616948759, 43.6491679257"
31527,163,BURROWS HALL JUNIOR PUBLIC SCHOOL,Toronto District School Board,English Public,Scarborough,Burrows Hall Junior Public School,"-79.2288180081, 43.7926979605"
31528,164,C D FARQUHARSON JUNIOR PUBLIC SCHOOL,Toronto District School Board,English Public,Scarborough,C. D. Farquharson Junior Public School,"-79.2661055358, 43.7844671598"
31529,165,C R MARCHANT MIDDLE SCHOOL,Toronto District School Board,English Public,York,C. R. Marchant Middle School,"-79.5129333967, 43.7017214782"
31530,166,C W JEFFERYS COLLEGIATE INSTITUTE,Toronto District School Board,English Public,North York,C. W. Jeffreys Collegiate Institute,"-79.4999125095, 43.7582792584"
31531,167,CALICO PUBLIC SCHOOL,Toronto District School Board,English Public,North York,Calico Public School,"-79.5035920383, 43.7379061765"
31532,168,CAMERON PUBLIC SCHOOL,Toronto District School Board,English Public,North York,Cameron Public School,"-79.4212515543, 43.7543606985"
31533,169,CANAAN GLOBAL ACADEMY,,Private,North York,,"-79.3506864852, 43.7499003414"
31534,170,CANADA SPRUCEVILLE ACADEMY,,Private,North York,,"-79.3421386189, 43.8109545486"
31535,171,CANADIAN ADVANCED SENIOR HIGH,,Private,North York,,"-79.3955166824, 43.7681894474"
31536,172,CANADIAN IMPERIAL ACADEMY,,Private,Scarborough,,"-79.3006276774, 43.8006429947"
31537,173,CANADIAN INTERNATIONAL COLLEGE,,Private,Scarborough,,"-79.2882892371, 43.7840565219"
31538,174,CANADIAN MARTYRS CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,English Separate,East York,Canadian Martyrs Catholic School,"-79.3193386362, 43.6981999204"
31539,175,CANADIAN TAMIL ACADEMY,,Private,Scarborough,,"-79.2560647527, 43.7859309725"
31540,176,CAN-AIM HIGH SCHOOL,,Private,Etobicoke,,"-79.5514442755, 43.7251340041"
31541,177,CANNY SCHOOL,,Private,North York,,"-79.3308571753, 43.7718171831"
31542,178,CARDINAL CARTER ACADEMY FOR THE ARTS,Toronto Catholic District School Board,English Separate,North York,Cardinal Carter Academy For The Arts,"-79.4097615824, 43.7640950103"
31543,179,CARDINAL LEGER CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,English Separate,Scarborough,Cardinal Leger Catholic School,"-79.1754616226, 43.7932879519"
31544,180,CAREERQUEST - TORONTO,,Private,former Toronto,,"-79.3935194606, 43.6704891898"
31545,181,CARLETON VILLAGE JUNIOR & SENIOR PUBLIC SCHOOL,Toronto District School Board,English Public,former Toronto,Carleton Village North Public School,"-79.4600288034, 43.6723528079"
31546,182,CASSANDRA PUBLIC SCHOOL,Toronto District School Board,English Public,North York,Cassandra Public School,"-79.3289014754, 43.7484250053"
31547,183,CASTLEBAR Junior School,Toronto District School Board,English Public,Etobicoke,,"-79.5137942125, 43.630556488"
31548,184,CATHEDRAL CHRISTIAN ACADEMY,,Private,North York,,"-79.5344853865, 43.7523875173"
31549,185,CEDAR DRIVE JUNIOR PUBLIC SCHOOL,Toronto District School Board,English Public,Scarborough,Cedar Drive Junior Public School,"-79.2150509393, 43.7458528095"
31550,186,CEDARBRAE COLLEGIATE INSTITUTE,Toronto District School Board,English Public,Scarborough,Cedarbrae Collegiate Institute,"-79.225924856, 43.7563408988"
31551,187,CEDARBROOK JUNIOR PUBLIC SCHOOL,Toronto District School Board,English Public,Scarborough,Cedarbrook Junior Public School,"-79.2301927515, 43.7472933923"
31552,188,CEDARVALE COMMUNITY SCHOOL,Toronto District School Board,English Public,York,Cedarvale Community School,"-79.430283727, 43.6960254869"
31553,189,CENTENNIAL COLLEGE - ASHTONBEE CAMPUS,,,Scarborough,,"-79.2897867296, 43.7307013783"
31554,190,CENTENNIAL COLLEGE - CARLAW CAMPUS,,,East York,Centennial College,"-79.3488606053, 43.6846512621"
31555,191,CENTENNIAL COLLEGE - DOWNSVIEW CAMPUS,,,North York,,"-79.476193697, 43.7473823846"
31556,192,CENTENNIAL COLLEGE - MIDLAND CAMPUS,,,Scarborough,,"-79.2656557453, 43.7522958989"
31557,193,CENTENNIAL COLLEGE - MORNINGSIDE CAMPUS,,,Scarborough,Centennial HP Science and Technology Cen,"-79.1929331613, 43.7860239311"
31558,194,CENTENNIAL COLLEGE - PROGRESS CAMPUS,,,Scarborough,,"-79.2270264219, 43.7852646605"
31559,195,CENTENNIAL ROAD JUNIOR PUBLIC SCHOOL,Toronto District School Board,English Public,Scarborough,Centennial Road Public School,"-79.1500238079, 43.7869622763"
31560,196,CENTERPOINT LINC,Toronto District School Board,English Public,North York,,"-79.4223827712, 43.7958512114"
31561,197,CENTRAL ETOBICOKE HIGH SCHOOL,Toronto District School Board,English Public,Etobicoke,Central Etobicoke High School,"-79.5554889337, 43.6790185579"
31562,198,CENTRAL MONTESSORI - WILLOWDALE,,Private,North York,,"-79.4004166172, 43.766650147"
31563,199,CENTRAL TECHNICAL SCHOOL,Toronto District School Board,English Public,former Toronto,Central Technical School,"-79.4085177948, 43.662838242"
31564,200,CENTRAL TORONTO ACADEMY/CENTRAL COMMERCE COLLEGIATE INSTITUTE,Toronto District School Board,English Public,former Toronto,Central Commerce Collegiate,"-79.4219986113, 43.6579784628"
31565,201,CESTAR HIGH SCHOOL,,Private,North York,,"-79.3355275146, 43.773728853"
31566,202,CHALKFARM PUBLIC SCHOOL,Toronto District School Board,English Public,North York,Chalkfarm Public School,"-79.514392742, 43.7271064323"
